id,name,category,subtype,rarity,level,image_url,wiki_url,obtain,dmg_clean,dmg_max,def_clean,def_max,upgradeable,crit,health_regen,stamina_regen,price_clean_oml,price_max_oml,price_source,price_category,last_updated,updated_at
83,Binary Encoder,Rapier,,Legendary,200,https://swordburst2.fandom.com/Special:Redirect/file/Binary_Encoder.png,https://swordburst2.fandom.com/wiki/Binary_Encoder,"Za, the Eldest",3662,7324,,,TRUE,11%,+4%,+8%,1,1,clean_legendaries,Floor 11,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
84,Bianyuan,Greatsword,Axe,Uncommon,10,https://swordburst2.fandom.com/Special:Redirect/file/Bianyuan_Icon.png,https://swordburst2.fandom.com/wiki/Bianyuan,*Guardian's Vessel *Eternal Domain Dungeon,+4 per level,,,,FALSE,5%,+3%,+3%,0.2 - 0.5,,misc,Easter Event,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
85,Black Crafter's Outfit,Armor,Attire <small>()</small,Tribute,275,https://swordburst2.fandom.com/Special:Redirect/file/Blackcrafter.png,https://swordburst2.fandom.com/wiki/Black_Crafter's_Outfit,Sector-235,,,167597,234635,TRUE,,35%,35%,12-14,10-12,tributes,Floor 12,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
86,Blackout,Greatsword,Hammer <small>()</small,Uncommon,120,https://swordburst2.fandom.com/Special:Redirect/file/Blackout.png,https://swordburst2.fandom.com/wiki/Blackout,???????,1586,2220,,,TRUE,18%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
87,Black Scarf,Accessory,Scarf,Rare,1,https://swordburst2.fandom.com/Special:Redirect/file/Black_Scarf.png,https://swordburst2.fandom.com/wiki/Black_Scarf,Burst Store,,,,,FALSE,,+15%,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
88,Black Omen,Katana,,Rare,200,https://swordburst2.fandom.com/Special:Redirect/file/Black_Omen.png,https://swordburst2.fandom.com/wiki/Black_Omen,Small Candy Bag,Level Based<br>+80 per level,,,,FALSE,5%,5%,5%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
89,Blackwake Raider,Armor,,Common,370,https://swordburst2.fandom.com/Special:Redirect/file/Blackwake_Raider.png,https://swordburst2.fandom.com/wiki/Blackwake_Raider,Plasma Slug,,,295829,414160,TRUE,,+18%,+18%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
90,Blade of Equinox,Katana,Limited Dark Sword,Legendary,340,https://swordburst2.fandom.com/Special:Redirect/file/Blade_of_Equinox.png,https://swordburst2.fandom.com/wiki/Blade_of_Equinox,Helmfirth Exclusive Shop,16580,33160,,,TRUE,20%,+25%,+15%,15+,4-5,clean_legendaries,Thirteenth Edition,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
91,Blade Of The Canopy,Katana,,Tribute,80,https://swordburst2.fandom.com/Special:Redirect/file/Blade_Of_The_Canopy.png,https://swordburst2.fandom.com/wiki/Blade_Of_The_Canopy,Gorilla Berserker,Level Based +16 per level,,,,FALSE,35%,+20%,+25%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
92,Blade of Hallowing Night,Katana,Limited,Rare,325,https://swordburst2.fandom.com/Special:Redirect/file/Blade_of_Hallowing_Night.png,https://swordburst2.fandom.com/wiki/Blade_of_Hallowing_Night,Helmfirth Exclusive Shop,10500,16800,,,TRUE,12%,+12%,+12%,2,1-2,misc,Nineth Edition,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
93,Blazing Desire,Katana,Demon Slayer <small>()<small,Legendary,150,https://swordburst2.fandom.com/Special:Redirect/file/Blazing_Desire.png,https://swordburst2.fandom.com/wiki/Blazing_Desire,*Helmfirth Exclusive Shop,2250,4500,,,TRUE,15%,+10%,+10%,1-2,1,clean_legendaries,Fourth Edition,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
94,Blood Sabre,Katana,,Legendary,400,https://swordburst2.fandom.com/Special:Redirect/file/Blood_Sabre.png,https://swordburst2.fandom.com/wiki/Blood_Sabre,Gift of Rats,58000,,,,TRUE,24%,+6%,+35%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
95,Blade of Glass,Greatsword,Glass Blade,Rare,170,https://swordburst2.fandom.com/Special:Redirect/file/Blade_of_Glass.png,https://swordburst2.fandom.com/wiki/Blade_of_Glass,Watcher,2720,4352,,,TRUE,18%,,+6%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
96,Blood Diamond,Longsword,,Rare,98,https://swordburst2.fandom.com/Special:Redirect/file/Blood_Diamond.png,https://swordburst2.fandom.com/wiki/Blood_Diamond,Clay Giant,1212,,,,FALSE,12%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
97,Blood's Influence,Longsword,,Legendary,275,https://swordburst2.fandom.com/Special:Redirect/file/Blood_Influence_Icon.png,https://swordburst2.fandom.com/wiki/Blood's_Influence,"C-618 Uriotol, The Forgotten Hunter",9052,18104,,,TRUE,12%,+11%,,1,1,clean_legendaries,Floor 12,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
98,Bloodrender,Longsword,,Uncommon,210,https://swordburst2.fandom.com/Special:Redirect/file/Bloodrender.png,https://swordburst2.fandom.com/wiki/Bloodrender,Radio Slug,3989,5584,,,TRUE,12%,+3%,+1%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
99,Blood Terror,Scythe,,Legendary,250,https://swordburst2.fandom.com/Special:Redirect/file/Blood_Terror.png,https://swordburst2.fandom.com/wiki/Blood_Terror,Headless Horseman,11112,,,,TRUE,18%,17%,-5%,7-10,6-8,clean_legendaries,Easter Realm (2023),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
100,Blitzvollmond,Spear,,Tribute,175,https://swordburst2.fandom.com/Special:Redirect/file/Blitzvollmond_Icon.png,https://swordburst2.fandom.com/wiki/Blitzvollmond,Blooming Plateau,3500,7000,,,TRUE,63%,13%,8%,5,4,tributes,Floor 8,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
101,Blazeguard,Rapier,,Uncommon,62,https://swordburst2.fandom.com/Special:Redirect/file/Blazeguard.png,https://swordburst2.fandom.com/wiki/Blazeguard,Horned Sailfin Iguana,617,863,,,TRUE,11%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
102,Blessed Onimaru,Greatsword,Limited,Rare,145,https://swordburst2.fandom.com/Special:Redirect/file/Blessed_Onimaru.png,https://swordburst2.fandom.com/wiki/Blessed_Onimaru,Ghost of the Present,3360,,,,TRUE,18%,+3%,+3%,0.5,,misc,Winter Event,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
103,Bloodstained,Rapier,Limited,Uncommon,40,https://swordburst2.fandom.com/Special:Redirect/file/Bloodstained.png,https://swordburst2.fandom.com/wiki/Bloodstained,Arcadia Exclusive Shop,320,448,,,TRUE,4%,+8%,,1,1,misc,Nineth Edition,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
104,Blood Quench,Katana,,Legendary,200,https://swordburst2.fandom.com/Special:Redirect/file/Blood_Quench.png,https://swordburst2.fandom.com/wiki/Blood_Quench,"Count Dracula, Vlad Tepes",7324,7324,,,TRUE,15%,5%,5%,1-2,0.5-1,clean_legendaries,Easter Realm (2023),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
105,Blade of Grass,Longsword,Balanced Blade<br,Common,3,https://swordburst2.fandom.com/Special:Redirect/file/Blade_of_Grass.png,https://swordburst2.fandom.com/wiki/Blade_of_Grass,Wolf,8,11,,,TRUE,12%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
106,Bloodshard,Rapier,Limited,Rare,55,https://swordburst2.fandom.com/Special:Redirect/file/Bloodshard.png,https://swordburst2.fandom.com/wiki/Bloodshard,Egg Mimic,555,888,,,TRUE,11%,+5%,,1-2,0.5 - 1,misc,Easter Event,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
107,Bloodsail Marauder,Armor,,Tribute,450,https://swordburst2.fandom.com/Special:Redirect/file/Bloodsail_Marauder.png,https://swordburst2.fandom.com/wiki/Bloodsail_Marauder,"Aeganatos, The Sunken Sovereign",,,715000,1001000,TRUE,,+45%,+45%,50-60,50,tributes,- ROTATIONAL FLOOR TRIBUTES -,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
108,Bloodtome,Longsword,,Legendary,225,https://swordburst2.fandom.com/Special:Redirect/file/Bloodtome.png,https://swordburst2.fandom.com/wiki/Bloodtome,Alpha Werewolf,4569,9138,,,TRUE,12%,+10%,,25,15,clean_legendaries,30-40 Prismatic Apex 2 Floria's Gift,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
109,Bloodsteel Titan,Armor,,Tribute,400,https://swordburst2.fandom.com/Special:Redirect/file/Bloodsteel_Titan.webp,https://swordburst2.fandom.com/wiki/Bloodsteel_Titan,Egg Hunt,,,534000,747600,TRUE,,+45%,+65%,12-14,10,tributes,Egg Realm (2026),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
110,Bloodwing,Longsword,,Uncommon,50,https://swordburst2.fandom.com/Special:Redirect/file/Bloodwing1.png,https://swordburst2.fandom.com/wiki/Bloodwing,Ghost,+8 per level,,,,FALSE,15%,+10%,+10%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
111,Blossem TwinBlade,Spear,Limited Merchant (Limited,Rare,40,https://swordburst2.fandom.com/Special:Redirect/file/Blossem_TwinBlade.png,https://swordburst2.fandom.com/wiki/Blossem_TwinBlade,*Arcadia Exclusive Shop,425,680,,,TRUE,27%,+11%,+11%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
112,Blossom Piercer,Rapier,,Rare,350,https://swordburst2.fandom.com/Special:Redirect/file/Blossom_Piercer.png,https://swordburst2.fandom.com/wiki/Blossom_Piercer,"Tworz, The Ancient",11915,,,,FALSE,11%,+16%,+16%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
113,Blossom Slicer,Katana,,Legendary,375,https://swordburst2.fandom.com/Special:Redirect/file/Blossom_Slicer.png,https://swordburst2.fandom.com/wiki/Blossom_Slicer,"Tworz, The Ancient",22450,,,,FALSE,15%,+20%,+20%,0.5,0.5,clean_legendaries,- Rotational Floors -,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
114,Blue Cat Ears,Accessory,,Rare,1,https://swordburst2.fandom.com/Special:Redirect/file/Blue_Cat_Ears.png,https://swordburst2.fandom.com/wiki/Blue_Cat_Ears,Burst Store,,,,,FALSE,,,,2,,accessories,Head Gears N/A Untradeable,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
115,Bluesteel Edge,Katana,,Common,200,https://swordburst2.fandom.com/Special:Redirect/file/Bluesteel_Edge.png,https://swordburst2.fandom.com/wiki/Bluesteel_Edge,Blue Failed Experiment,3662,5126,,,TRUE,15%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
116,Bone Picker,Rapier,Category,Common,5,https://swordburst2.fandom.com/Special:Redirect/file/Bone_Picker.png,https://swordburst2.fandom.com/wiki/Bone_Picker,Novice Shop,9,12,,,TRUE,11%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
117,Blossom's Guardian,Rapier,Limited Merchant (Limited,Legendary,250,https://swordburst2.fandom.com/Special:Redirect/file/Blossom's_Guardian.png,https://swordburst2.fandom.com/wiki/Blossom's_Guardian,*Helmfirth Exclusive Shop,5824,11648,,,TRUE,15%,15%,15%,5,5,clean_legendaries,Third Edition,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
118,Bone Reaper,Scythe,,Uncommon,92,https://swordburst2.fandom.com/Special:Redirect/file/Bone_Reaper.png,https://swordburst2.fandom.com/wiki/Bone_Reaper,Shady Villager,1036,1450,,,TRUE,18%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
119,Boneplated Shield,Accessory,Shield,Uncommon,160,https://swordburst2.fandom.com/Special:Redirect/file/Boneplated_Shield.png,https://swordburst2.fandom.com/wiki/Boneplated_Shield,Cursed Skeleton,,,3250,,TRUE,,+4%,-2%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
120,Boomshock Shield,Accessory,Shield,Legendary,200,https://swordburst2.fandom.com/Special:Redirect/file/Boomshock_Shield.png,https://swordburst2.fandom.com/wiki/Boomshock_Shield,"Saurus, the All-Seeing",,,12650,,TRUE,,,+5%,1,,clean_legendaries,Floor 11,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
121,Boreal Edge,Katana,,Common,55,https://swordburst2.fandom.com/Special:Redirect/file/Boreal_Edge.png,https://swordburst2.fandom.com/wiki/Boreal_Edge,Helmfirth Weapon Shop,524,733,,,TRUE,15%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
122,Boreal Mail,Armor,,Common,100,https://swordburst2.fandom.com/Special:Redirect/file/Boreal_Mail.png,https://swordburst2.fandom.com/wiki/Boreal_Mail,Gift of Hidden Gems,,,10000,,TRUE,,+5%,+5%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
123,Brimlash,Katana,,Burst,250,https://swordburst2.fandom.com/Special:Redirect/file/Brimlash.png,https://swordburst2.fandom.com/wiki/Brimlash,Crystal Forge,5556,13890,,,TRUE,15%,17%,8%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
124,Borik's Mask,Accessory,Mask,Rare,24,https://swordburst2.fandom.com/Special:Redirect/file/Borik's_Mask.png,https://swordburst2.fandom.com/wiki/Borik's_Mask,Borik the BeeKeeper,,,,,FALSE,,+6%,+6%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
125,Breeze,Longsword,Fan <small>()</small,Rare,72,https://swordburst2.fandom.com/Special:Redirect/file/Breeze.png,https://swordburst2.fandom.com/wiki/Breeze,Sky Raven,779,1246,,,TRUE,12%,,+3%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
126,Broken Greatsword,Longsword,,Uncommon,94,https://swordburst2.fandom.com/Special:Redirect/file/Broken_Greatsword.png,https://swordburst2.fandom.com/wiki/Broken_Greatsword,Guard Hound,1148,,,,FALSE,12%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
127,Brownthorn,Rapier,,Rare,350,https://swordburst2.fandom.com/Special:Redirect/file/Brownthorn.png,https://swordburst2.fandom.com/wiki/Brownthorn,Ancient Blossom Knight,11915,19064,,,TRUE,11%,+16%,+16%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
128,Bunny's Bane,Greatsword,Bunny Tribute ( (Battle Axe,Tribute,400,https://swordburst2.fandom.com/Special:Redirect/file/BunnyBane.webp,https://swordburst2.fandom.com/wiki/Bunny's_Bane,Alpha Killer Bunny,+160 per level,,,,FALSE,35%,+30%,+30%,75,,tributes,Egg Realm (2026),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
129,Bunny Blessing,Accessory,Shield,Legendary,415,https://swordburst2.fandom.com/Special:Redirect/file/Bunny_Blessing.webp,https://swordburst2.fandom.com/wiki/Bunny_Blessing,Alpha Killer Bunny,,,115000,,TRUE,,35%,35%,2-3,,clean_legendaries,Egg Realm (2026),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
130,Brass Heavyweight,Greatsword,Category,Common,3,https://swordburst2.fandom.com/Special:Redirect/file/Brass_Heavyweight.png,https://swordburst2.fandom.com/wiki/Brass_Heavyweight,Bear,15,21,,,TRUE,18%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
131,Brutal Chopper,Longsword,,Legendary,250,https://swordburst2.fandom.com/Special:Redirect/file/Brutal_Chopper.png,https://swordburst2.fandom.com/wiki/Brutal_Chopper,Headless Horseman,11112,,,,TRUE,12%,15%,-4%,15-18,,clean_legendaries,Easter Realm (2023),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
132,Broken Promise,Greatsword,,Tribute,1,https://swordburst2.fandom.com/Special:Redirect/file/Broken_Promise_Whiteoutline_(2H).png,https://swordburst2.fandom.com/wiki/Broken_Promise,Win BGM's Broken Promise event,1000,2000,,,TRUE,8%,1%,1%,400-450+,200-250,tributes,BGM Exclusive Events,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
133,Bunny Bonker,Greatsword,Limited FL Hammer <small>()</small,Tribute,250,https://swordburst2.fandom.com/Special:Redirect/file/Bunny_Bonker_Icon2.png,https://swordburst2.fandom.com/wiki/Bunny_Bonker,*Guardian's Vessel *Eternal Domain Dungeon,+60 per level,,,,FALSE,25%,+24%,+24%,,3-5,tributes,Egg Realm (2026),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
134,Bunny Dagger,Longsword,Bunny Tribute,Tribute,415,https://swordburst2.fandom.com/Special:Redirect/file/BunnyDagger.webp,https://swordburst2.fandom.com/wiki/Bunny_Dagger,Egg Hunt 2026,Level Based +178 per level,,,,FALSE,40%,+35%,+35%,30,,tributes,Egg Realm (2026),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
135,Bunny Mask,Accessory,Mask,Rare,1,https://swordburst2.fandom.com/Special:Redirect/file/Bunny_Mask.png,https://swordburst2.fandom.com/wiki/Bunny_Mask,Burst Store,,,,,FALSE,,6%,6%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
136,Butterfly Shield,Accessory,Limited (Shield,Tribute,300,https://swordburst2.fandom.com/Special:Redirect/file/Butterfly_Shield.png,https://swordburst2.fandom.com/wiki/Butterfly_Shield,*Arcadia Exclusive Shop *Helmfirth Exclusive Shop,,,37000,,TRUE,,+25%,+25%,5,,tributes,First Edition,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
137,BushBack Blade,Katana,,Common,15,https://swordburst2.fandom.com/Special:Redirect/file/BushBack_Blade.png,https://swordburst2.fandom.com/wiki/BushBack_Blade,Intermediate Shop,38,53,,,TRUE,15%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
138,Candy Cane Slasher,Rapier,Limited,Legendary,100,https://swordburst2.fandom.com/Special:Redirect/file/Candy_Cane_Slasher.png,https://swordburst2.fandom.com/wiki/Candy_Cane_Slasher,Krampus,2602,,,,TRUE,11%,+60%,,0.5,,clean_legendaries,Easter Realm (2023),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
139,Butcher's Bane,Greatsword,,Uncommon,325,https://swordburst2.fandom.com/Special:Redirect/file/Butcher's_Bane.png,https://swordburst2.fandom.com/wiki/Butcher's_Bane,Rapapouillie,10640,14896,,,TRUE,18%,+12%,+12%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
140,Caelum,Longsword,Dagger <small>()</small,Rare,350,https://swordburst2.fandom.com/Special:Redirect/file/Caelum.png,https://swordburst2.fandom.com/wiki/Caelum,Ancient Blossom Knight,11915,19064,,,TRUE,12%,+16%,+16%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
141,Candy Spear,Spear,SBO (Limited,Rare,92,https://swordburst2.fandom.com/Special:Redirect/file/Candy_Spear.png,https://swordburst2.fandom.com/wiki/Candy_Spear,Arcadia Exclusive Shop,1112,1779,,,TRUE,10%,+8%,+8%,1,1,misc,Fifth Edition,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
142,Cataclysm,Scythe,,Legendary,85,https://swordburst2.fandom.com/Special:Redirect/file/Cataclysm.png,https://swordburst2.fandom.com/wiki/Cataclysm,Gargoyle Reaper,1086,2172,,,TRUE,18%,,+10%,0.5,1,clean_legendaries,Floor 9,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
143,Cardinal Slayer,Greatsword,Limited,Legendary,240,https://swordburst2.fandom.com/Special:Redirect/file/Cardinal_Slayer.png,https://swordburst2.fandom.com/wiki/Cardinal_Slayer,Frosty Fields,5200,10400,,,TRUE,20%,+15%,+15%,3-4,2-3,clean_legendaries,Fifteenth Edition,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
144,Carrot Cartridge Belt,Accessory,,Legendary,270,https://swordburst2.fandom.com/Special:Redirect/file/Carrot_Cartridge_Belt.webp,https://swordburst2.fandom.com/wiki/Carrot_Cartridge_Belt,Alpha Killer Bunny,,,32000,,TRUE,,+50%,+50%,5-6,,clean_legendaries,Egg Realm (2026),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
145,Carrot Claw Gauntlet,Accessory,,Legendary,200,https://swordburst2.fandom.com/Special:Redirect/file/Carrot_Claw_Gauntlet.webp,https://swordburst2.fandom.com/wiki/Carrot_Claw_Gauntlet,Killer Bunny,,,12000,,TRUE,,+42%,+42%,4,,clean_legendaries,Egg Realm (2026),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
146,Carrot Carver,Greatsword,Limited,Legendary,400,https://swordburst2.fandom.com/Special:Redirect/file/Carrot_Carver.webp,https://swordburst2.fandom.com/wiki/Carrot_Carver,Alpha Killer Bunny,33400,66800,,,TRUE,20%,25%,25%,2-3,1,clean_legendaries,Egg Realm (2026),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
147,Cataclysmic Bone Sword,Greatsword,Limited,Legendary,100,https://swordburst2.fandom.com/Special:Redirect/file/Cataclysmic_Bone_Sword.png,https://swordburst2.fandom.com/wiki/Cataclysmic_Bone_Sword,Arcadia Exclusive Shop,1400,2800,,,TRUE,20%,+20%,+20%,10-12,4-6,clean_legendaries,Eighth Edition,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
148,Celestial Quasar,Spear,Event,Tribute,1,https://swordburst2.fandom.com/Special:Redirect/file/Celestial_Quasar.png,https://swordburst2.fandom.com/wiki/Celestial_Quasar,Special Event,15000,30000,,,TRUE,20%,+20%,+10%,Untradeable,Untradeable,tributes,BGM Exclusive Events,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
149,Cellebore,Rapier,,Common,67,https://swordburst2.fandom.com/Special:Redirect/file/Cellebore.png,https://swordburst2.fandom.com/wiki/Cellebore,Helmfirth Weapon Shop,677,947,,,TRUE,11%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
150,Celeste,Greatsword,Category,Rare,35,https://swordburst2.fandom.com/Special:Redirect/file/Celeste.png,https://swordburst2.fandom.com/wiki/Celeste,Qerach The Forgotten Golem,210,336,,,TRUE,18%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
151,Cerulean Gilded Blade,Rapier,Limited,Legendary,250,https://swordburst2.fandom.com/Special:Redirect/file/Cerulean_Gilded_Blade.png,https://swordburst2.fandom.com/wiki/Cerulean_Gilded_Blade,Ghost of the Future,11600,,,,TRUE,11%,15%,10%,1,,clean_legendaries,Easter Realm (2023),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
152,Cetosar,Longsword,Limited,Legendary,100,https://swordburst2.fandom.com/Special:Redirect/file/Cetosar_Icon.png,https://swordburst2.fandom.com/wiki/Cetosar,Rat,2602,,,,TRUE,12%,+20%,,5-8,,clean_legendaries,Easter Realm (2023),2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
153,Cerberus,Katana,Category,Rare,35,https://swordburst2.fandom.com/Special:Redirect/file/Cerberus.png,https://swordburst2.fandom.com/wiki/Cerberus,Alpha Icewhal,210,336,,,TRUE,15%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
154,Cereal Killer,Greatsword,,Rare,350,https://swordburst2.fandom.com/Special:Redirect/file/Cereal_Killer.png,https://swordburst2.fandom.com/wiki/Cereal_Killer,Cheese-Dip Slime,11915,,,,FALSE,18%,+16%,+16%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
155,Chaos Platemail,Armor,,Legendary,85,https://swordburst2.fandom.com/Special:Redirect/file/Chaos_Platemail.png,https://swordburst2.fandom.com/wiki/Chaos_Platemail,Mortis the Flaming Sear,,,8976,12566,TRUE,,+8%,,0.5,0.5,clean_legendaries,Floor 9,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
156,Chaos Bringer,Accessory,Sakura Shield,Tribute,400,https://swordburst2.fandom.com/Special:Redirect/file/Chaos_Bringer.png,https://swordburst2.fandom.com/wiki/Chaos_Bringer,Eternal Garden,,,200000,,TRUE,,+25%,+25%,80-90,,tributes,- ROTATIONAL FLOOR TRIBUTES -,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
157,Chef's Tool,Rapier,,Uncommon,325,https://swordburst2.fandom.com/Special:Redirect/file/Chef's_Tool.png,https://swordburst2.fandom.com/wiki/Chef's_Tool,Cheese-Dip Slime,10640,14896,,,TRUE,11%,+12%,+12%,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
158,Chaos Blade,Longsword,,Rare,80,https://swordburst2.fandom.com/Special:Redirect/file/Chaos_Blade.png,https://swordburst2.fandom.com/wiki/Chaos_Blade,Undead Warrior,938,1500,,,TRUE,12%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
159,Cerussite Greatsword,Greatsword,,Common,55,https://swordburst2.fandom.com/Special:Redirect/file/Cerussite_Greatsword.png,https://swordburst2.fandom.com/wiki/Cerussite_Greatsword,Helmfirth Weapon Shop,524,733,,,TRUE,18%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
160,Chilling Edge,Katana,Category,Common,29,https://swordburst2.fandom.com/Special:Redirect/file/Chilling_Edge.png,https://swordburst2.fandom.com/wiki/Chilling_Edge,Icewhal,136,190,,,TRUE,15%,,,,,,,2026-09-20 14:05 UTC,2026-09-18T22:52:00Z
